cycle_id,sample_id,cooler_condition,valve_condition,pump_leakage,accumulator_pressure,stable_flag,is_stable_cycle,is_healthy,num_degraded_components,degraded_components,is_single_component_fault,fault_subsystem,fault_label,subsystem_label,condition_type
568,568,3,73,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
569,569,3,73,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
570,570,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
571,571,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
572,572,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
573,573,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
574,574,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
575,575,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
576,576,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
577,577,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
578,578,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
579,579,3,80,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
580,580,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
581,581,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
582,582,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
583,583,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
584,584,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
585,585,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
586,586,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
587,587,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
588,588,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
589,589,3,90,0,100,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
590,590,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
591,591,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
592,592,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
593,593,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
594,594,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
595,595,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
596,596,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
597,597,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
598,598,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
599,599,3,100,0,100,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
600,600,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
601,601,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
602,602,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
603,603,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
604,604,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
605,605,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
606,606,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
607,607,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
608,608,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
609,609,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
610,610,3,100,2,90,1,0,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
611,611,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
612,612,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
613,613,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
614,614,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
615,615,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
616,616,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
617,617,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
618,618,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
619,619,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
620,620,3,73,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
621,621,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
622,622,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
623,623,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
624,624,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
625,625,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
626,626,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
627,627,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
628,628,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
629,629,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
630,630,3,80,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
631,631,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
632,632,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
633,633,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
634,634,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
635,635,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
636,636,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
637,637,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
638,638,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
639,639,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
640,640,3,90,2,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
641,641,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
642,642,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
643,643,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
644,644,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
645,645,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
646,646,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
647,647,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
648,648,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
649,649,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
650,650,3,100,2,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
651,651,3,100,1,90,1,0,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
652,652,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
653,653,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
654,654,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
655,655,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
656,656,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
657,657,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
658,658,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
659,659,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
660,660,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
661,661,3,73,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
662,662,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
663,663,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
664,664,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
665,665,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
666,666,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
667,667,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
668,668,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
669,669,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
670,670,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
671,671,3,80,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
672,672,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
673,673,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
674,674,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
675,675,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
676,676,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
677,677,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
678,678,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
679,679,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
680,680,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
681,681,3,90,1,90,0,1,0,4,Cooler|Valve|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
682,682,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
683,683,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
684,684,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
685,685,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
686,686,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
687,687,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
688,688,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
689,689,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
690,690,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
691,691,3,100,1,90,0,1,0,3,Cooler|Pump|Accumulator,0,,multi_component,multi_component,multi_component_degraded
692,692,3,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
693,693,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
694,694,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
695,695,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
696,696,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
697,697,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
698,698,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
699,699,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
700,700,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
701,701,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
702,702,3,73,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
703,703,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
704,704,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
705,705,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
706,706,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
707,707,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
708,708,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
709,709,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
710,710,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
711,711,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
712,712,3,80,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
713,713,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
714,714,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
715,715,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
716,716,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
717,717,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
718,718,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
719,719,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
720,720,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
721,721,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
722,722,3,90,0,90,0,1,0,3,Cooler|Valve|Accumulator,0,,multi_component,multi_component,multi_component_degraded
723,723,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
724,724,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
725,725,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
726,726,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
727,727,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
728,728,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
729,729,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
730,730,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
731,731,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
732,732,3,100,0,90,0,1,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
733,733,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
734,734,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
735,735,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
736,736,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
737,737,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
738,738,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
739,739,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
740,740,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
741,741,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
742,742,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
743,743,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
744,744,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
745,745,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
746,746,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
747,747,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
748,748,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
749,749,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
750,750,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
751,751,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
752,752,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
753,753,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
754,754,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
755,755,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
756,756,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
757,757,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
758,758,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
759,759,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
760,760,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
761,761,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
762,762,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
763,763,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
764,764,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
765,765,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
766,766,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
767,767,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
768,768,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
769,769,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
770,770,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
771,771,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
772,772,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
773,773,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
774,774,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
775,775,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
776,776,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
777,777,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
778,778,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
779,779,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
780,780,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
781,781,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
782,782,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
783,783,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
784,784,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
785,785,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
786,786,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
787,787,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
788,788,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
789,789,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
790,790,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
791,791,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
792,792,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
793,793,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
794,794,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
795,795,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
796,796,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
797,797,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
798,798,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
799,799,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
800,800,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
801,801,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
802,802,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
803,803,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
804,804,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
805,805,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
806,806,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
807,807,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
808,808,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
809,809,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
810,810,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
811,811,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
812,812,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
813,813,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
814,814,20,100,0,90,1,0,0,2,Cooler|Accumulator,0,,multi_component,multi_component,multi_component_degraded
